sample_kind,variant,time_s,time_ns,vce_v,ic_a_um,power_w_um,cumulative_port_energy_j_um,source_csv,source_plt,source_row,temperature_delivery,temperature_equation_not_solved,temperature_semantics,diagnostic_only
raw_plt,R2,1e-13,0.0001,2500.0,1.31235387961e-07,0.00032808846990250003,0.0,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,2,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,2.5e-13,0.00025,2500.0,1.31249127504e-07,0.00032812281876000004,4.92158466496875e-17,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,3,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,4.75e-13,0.000475,2500.0,1.31249134341e-07,0.0003281228358525,1.2304348279359375e-16,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,4,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,8.125e-13,0.0008125000000000001,2500.0,1.3124913084e-07,0.00032812282709999995,2.337849384168281e-16,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,5,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.31875e-12,0.00131875,2500.0,1.31249131706e-07,0.00032812282926499996,3.998971201842187e-16,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,6,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,2.078125e-12,0.002078125,2500.0,1.31249136956e-07,0.00032812284239,6.490653986407265e-16,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,7,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,3.2171875e-12,0.0032171875,2500.0,1.31249132346e-07,0.000328122830865,1.0228178172367383e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,8,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,4.92578125e-12,0.0049257812500000005,2500.0,1.31249133481e-07,0.0003281228337025,1.5834464377090519e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,9,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,7.488671875e-12,0.007488671875,2500.0,1.31249134133e-07,0.0003281228353325,2.424389374142379e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,10,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.13330078125e-11,0.0113330078125,2500.0,1.31249133422e-07,0.000328122833555,3.68580377850885e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,11,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.70995117188e-11,0.0170995117188,2500.0,1.31249132803e-07,0.00032812283200750003,5.577925375488151e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,12,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,2.57492675781e-11,0.0257492675781,2500.0,1.31249133002e-07,0.00032812283250499997,8.416107766366761e-15,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,13,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,3.57492675781e-11,0.0357492675781,2500.0,1.31249132697e-07,0.0003281228317425,1.1697336087604261e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,14,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,4.57492675781e-11,0.0457492675781,2500.0,1.31249134994e-07,0.000328122837485,1.497856443374176e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,15,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,5.57492675781e-11,0.0557492675781,2500.0,1.31249133424e-07,0.00032812283355999997,1.825979278896676e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,16,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,6.57492675781e-11,0.0657492675781,2500.0,1.3124913316e-07,0.0003281228329,2.154102112126676e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,17,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,7.57492675781e-11,0.07574926757810001,2500.0,1.31249134166e-07,0.000328122835415,2.4822249462841762e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,18,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,8.57492675781e-11,0.0857492675781,2500.0,1.31249133962e-07,0.00032812283490500003,2.810347781444176e-14,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,19,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.57492675781e-11,0.0957492675781,2500.0,3.49989153508e-05,0.087497288377,4.67230533873967e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,20,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.8e-11,0.098,2500.0,4.63190700697e-05,0.11579767517425,6.960118167108551e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,21,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.82e-11,0.0982,2500.0,2.16721472743e-05,0.05418036818575,7.130096210468549e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,22,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.84e-11,0.0984,2500.0,9.60675504938e-06,0.024016887623449997,7.208293466277753e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,23,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.86e-11,0.09860000000000001,2500.0,4.47742839824e-06,0.011193570995599998,7.243503924896802e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,24,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.88e-11,0.0988,2500.0,2.485405502e-06,0.0062135137549999995,7.260911009647402e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,25,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.9e-11,0.09899999999999999,2500.0,1.75489640214e-06,0.00438724100535,7.271511764407752e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,26,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.92e-11,0.09920000000000001,2500.0,1.49036239955e-06,0.003725905998875,7.279624911411977e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,27,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.94e-11,0.0994,2500.0,1.38916997155e-06,0.0034729249288750004,7.286823742339727e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,28,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.96e-11,0.0996,2500.0,1.345041526e-06,0.003362603815,7.293659271083602e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,29,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,9.98e-11,0.0998,2500.0,1.32205862069e-06,0.003305146551725,7.300327021450327e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,30,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1e-10,0.1,2500.0,1.30771566614e-06,0.00326928916535,7.306901457167402e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,31,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.002e-10,0.1002,2500.0,1.29712743184e-06,0.0032428185795999997,7.313413564912352e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,32,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.004e-10,0.1004,2500.0,1.28809532925e-06,0.003220238323125,7.319876621815077e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,33,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.006e-10,0.1006,2500.0,1.27962496807e-06,0.003199062420175,7.326295922558376e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,34,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.008e-10,0.1008,2500.0,1.27141388775e-06,0.003178534719375,7.332673519697926e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,35,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.01e-10,0.101,2500.0,1.26353943294e-06,0.00315884858235,7.339010902999651e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,36,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.012e-10,0.1012,2500.0,1.25620006231e-06,0.003140500155775,7.345310251737776e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,37,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.014e-10,0.10139999999999999,2500.0,1.24955240644e-06,0.0031238810161,7.351574632909651e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,38,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.016e-10,0.10160000000000001,2500.0,1.24365492795e-06,0.0031091373198750003,7.357807651245627e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,39,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.018e-10,0.1018,2500.0,1.23847960534e-06,0.00309619901335,7.364012987578851e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,40,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.02e-10,0.102,2500.0,1.23394203938e-06,0.00308485509845,7.370194041690651e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,41,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.022e-10,0.10220000000000001,2500.0,1.22992257977e-06,0.003074806449425,7.376353703238526e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,42,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.0248e-10,0.10248,2500.0,1.22529794282e-06,0.00306324485705,7.384946975067591e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,43,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.02872e-10,0.10287199999999999,2500.0,1.21987406167e-06,0.0030496851541750004,7.396928317889591e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,44,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.034208e-10,0.1034208,2500.0,1.21275040885e-06,0.003031876022125,7.413616121757359e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,45,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.0418912e-10,0.10418912,2500.0,1.20247833736e-06,0.0030061958434,7.43681197863596e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,46,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.05264768e-10,0.10526476800000001,2500.0,1.18961593779e-06,0.002974039844475,7.468975121421917e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,47,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.067706752e-10,0.1067706752,2500.0,1.17542469189e-06,0.002938561729725,7.513494267828513e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,48,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.0887894528e-10,0.10887894528,2500.0,1.15812570797e-06,0.0028953142699250003,7.574991198930974e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,49,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
raw_plt,R2,1.11830523392e-10,0.111830523392,2500.0,1.13850521765e-06,0.0028462630441249996,7.659724768573503e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/data/r2_plt.csv,local_runtime/igbt_seb_thermal_runs/A01_v2500_let15_y3p5_thermal__R2_thermo_locked_300_to60__20260713T093117597Z__4c085443/artifacts/transient_r2_locked300.plt,50,TDR_frozen_field,True,No transient Tmax or deltaT; see r2_thermal_tdr_frozen_snapshots.csv.,True
