relative_path,kind,status,source,size,sha,purpose,boundary
00_交付说明/00_交付说明.md,documentation,included,delivery metadata,1161,3c62d78f4323af05438a7c653acce0817e3f1b0fdf4ebe93056c775e96896ba1,final delivery evidence or reproducible input,see package README
00_交付说明/650V重设计边界.md,documentation,included,delivery metadata,345,2e85995a3e784cb1a63c78d547a1aae6631eb33289b261e64d988eaf15ac6f56,final delivery evidence or reproducible input,see package README
00_交付说明/GZP验证记录.json,structured_data,included,delivery metadata,1342,ee9ecc532e92bfede2941fea2580ac0a7585836a65a60f5a5d7a921318ad23fe,final delivery evidence or reproducible input,see package README
00_交付说明/GZP验证记录.md,documentation,included,delivery metadata,992,705acee77addf6d253ffcf374bde93e16192d0c46dbe82410ab16f5efd29adf6,final delivery evidence or reproducible input,see package README
00_交付说明/来源清单.csv,structured_data,included,delivery metadata,1403,f016d38596c530abd5c00ac643a705208848e6b29078560841bb6a91e09cbfcd,final delivery evidence or reproducible input,see package README
00_交付说明/来源版本与边界.md,documentation,included,delivery metadata,977,16c3d7d95a0b6483d1a275febe8adc212b0df2b73a7ec3ad2a4967971e3278bb,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/IGBT_SEB_20260714_Final_Continuation.gzp,verified_workbench_package,included,verified 20260714 continuation package,10494473,30a49adba4b5e50b823e39d98f84915f4a02462044c33269f1280831bd0ffa2c,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/campaign_manifest.json,structured_data,included,delivery metadata,5850,972351975dcbc686f784bf2b63788a83ab82c20c0ddecf049e9b36217a5ac0b4,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/case_matrix.csv,structured_data,included,delivery metadata,1463,547e6a2c99af384f75a6a97e893a8e6bb82eb09a3dba59460f612e9010b457cd,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,d3016d7c599e8261f70e04a47e99b1336ec46956458e90d1e0ec4232cf8aaa30,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.json,structured_data,included,delivery metadata,977,b7e0507e22f6646bee4067d638431ed9941d92b250edda67d451c01c579ebf56,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,7e7865a6a12fc0a16c06b96561d093efbce38f2f2993302309826679bbfc5906,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.json,structured_data,included,delivery metadata,1010,a2d7096ed9a6d2b6bfa98a228c6e26eecc88108dd9111d0508b2c341794ae36b,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,b11eb2f0d7e54ae38ceac63eca50c9f6f718f2e52c702e72ef41bec66e13977b,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.json,structured_data,included,delivery metadata,977,548094fc74f50de73d931fd94f2d06541a973ce7c61f979d75bdaec2697aba91,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,af368ee0a91c65a1b400bfc0cedd3d22b83447262d91481b0bf55bb714c3b0da,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.json,structured_data,included,delivery metadata,1010,9c34c653634f5a287808d9452eb9d344030971e2748f0088faa9f08563bfb24f,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ae2805a83abeea489abc312d4c0f6b6bb44d970f5b93ee8df40af08fa5edc087,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.json,structured_data,included,delivery metadata,977,928db7de2b35c4e16818513432de5e19742f45450d05edd6eecd11cface034f5,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,3ee0fe061ef39be5ff4f26fc67753eab9bab4e63ed2e7d935bd709d6b6e7319b,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.json,structured_data,included,delivery metadata,1010,5f8596842ffc62802cc5067ce9eb9e78da150ef1054f8d83e534b2df5493dd80,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,c2b334dceccb8249f0593852cedcffc9219a2e38be63db4ae0d21b0b12c211af,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.json,structured_data,included,delivery metadata,977,96dff1d1b56b7988d9b2b70bba129862cc757d1adce271d5974f99feb037e8e7,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,168010e78d67a6a5be830f8333374fb667e33d33640b838960b9d65f9b04e315,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.json,structured_data,included,delivery metadata,1010,d6f04110fcd138b53bcf0cf00c0fc0400a6f48665deb1676cfb979f74e3445b5,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ed90ebffee21d22831672ef2b1ffa0e8ba27c5ee2ab1d42e6c0795db384a8d7f,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.json,structured_data,included,delivery metadata,977,d7380bd706d6833a70d90eaa6814e7efc0eb85b3d1319e2694b10479fac0411c,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,6ccc960ed559c0d0b7e91f580252ed1e3979a6447f16cfa7b1a8e4952690dccd,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.json,structured_data,included,delivery metadata,1010,c3882d4394f98c3c32f44c56bc0a18ec43ecd697291fe22fbb257c86a69acf87,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,142897356b8f9fee6ead42f5b32c6b3934a312f604331fb5bc911d4bd377c6ed,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.json,structured_data,included,delivery metadata,977,412daae9e80dddc68acc08b2c899c8e7d403b6880ea687fcd09fa102c6c6f444,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e141409eecd2ce4c11188e8017d236e5354ff753bfa0f69d1fb0f1d51011a0d6,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.json,structured_data,included,delivery metadata,1010,ec1e63ef13272cbae6aac1fa7992b180c17df661e79f446478b3934b85a93dfe,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,f9cacf54fa67d25afbe9c468c77cfccc123f7eee559c69ccacf407355379f3d8,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.json,structured_data,included,delivery metadata,977,8c2da60450a47be73a1c2f0a78fb7357df7baea97281af117c5a080424741c93,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e44065bbfbfd2bbd4314e2061f61ddd4334031580aca76e49a8809ede85b1aa3,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.json,structured_data,included,delivery metadata,1010,136c93a8c0762acab812651afa170e081619d5e5d8500f31fba8b83b8c55f0e9,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.cmd,reproduction_input_or_script,included,delivery metadata,1554,08dc497b16db7db7b14c8c0e5dd58563a98d5ba1d957fcf1ae7159624271c065,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.json,structured_data,included,delivery metadata,1023,d3e28cdf95d6094a6561c8904c36c95a4d65f3247e674ea52793b36808900cbe,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.cmd,reproduction_input_or_script,included,delivery metadata,6133,f266f4b11ad30d456c8ea221dcd2d4df65fb82d1661f20a133f59e3a1e24bd95,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.json,structured_data,included,delivery metadata,1075,c572558dd80be6096355d2a11ebbf4db903d3b59405cac547d1f6e73d7e7563e,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/frozen_input_hashes.json,structured_data,included,delivery metadata,10629,c1556f1adbcab5586a623232e1babbb25b3b4d2a9e05f04eb503958881e34831,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/frozen_input_manifest.json,structured_data,included,delivery metadata,1950,e1521e0bf703e726cf021b4a5abde057d248ab9e509988b2d2621016b34a44a6,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/plot_2ns_spec.json,structured_data,included,delivery metadata,2262,33589d38ae20603db19fe8fae53e4234d530aa6824e669034cc4b681528e5eaa,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/sde/igbt_baseline_sde.cmd,reproduction_input_or_script,included,delivery metadata,7360,9336137eee8c42f69db454f1c3e09dfb332fc2f6537ac2821692e59970d0b6b2,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/sde/igbt_track_refined_sde.cmd,reproduction_input_or_script,included,delivery metadata,7377,64f83a61a7028599975cefa57553e5a80680303f5c84e5876cf1fdc60779efe4,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/sdevice.par,reproduction_input_or_script,included,delivery metadata,97878,58dcaf4ba5b0a2a6b61d01e8fcbbab7bb6ecb6d08b69b44cc45941125c0039a1,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/sdevice_parameter_snapshot.json,structured_data,included,delivery metadata,578,04235e3304ae16d7f074570c2021946d77789b6d1ea35e91cf575fd2a371b3cc,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/inputs/source_and_derivation_audit.json,structured_data,included,delivery metadata,2565,9cc180ba0185ce5888778698d096c240071f86075f988bc4273cb3719f1775d9,final delivery evidence or reproducible input,see package README
01_IGBT可继续仿真工程/README_可继续仿真工程.md,documentation,included,delivery metadata,1400,3da52ecdc8a675ff7156a4f5d64cfcf8086c99cb00c4765fc267612fbe1b6c74,final delivery evidence or reproducible input,see package README
02_正式结果/data/campaign_2ns_comparison.csv,structured_data,included,delivery metadata,3532,f2f1a33e745cbe2340d3fde6b8fe79cb026c0c09e191ddf514394779a6a5fe1e,final delivery evidence or reproducible input,see package README
02_正式结果/data/campaign_2ns_numerical_comparison_figure_data.csv,structured_data,included,delivery metadata,2055,bf074e40194a1755dde5fc8fda9616f3bb4a9ff71a04a5b73923d93cb59a346f,final delivery evidence or reproducible input,see package README
02_正式结果/data/case_acceptance.csv,structured_data,included,delivery metadata,395,59928df925375bd042e037032a1522a9a2e6a1737b98d6eb78652015c52603ea,final delivery evidence or reproducible input,see package README
02_正式结果/data/dc_thermal_restart_summary.csv,structured_data,included,delivery metadata,1176,1dd5fc149e23b39791953e909a2e528c77302ef6c25f2b75b419a13d4c33d431,final delivery evidence or reproducible input,see package README
02_正式结果/data/lattice_temperature_post2ns_svisual_metadata.json,structured_data,included,delivery metadata,2549,daf474c017c52a9514a9b68ac1473cbb8b1a586e407b9a97df0ac27bd0184abd,final delivery evidence or reproducible input,see package README
02_正式结果/data/mesh_track_refined_comparison.csv,structured_data,included,delivery metadata,3578,a861a0ccd45fe0aaedae0d3d712f6feab7fd4ca2bed98de57574aa1be52bcd7d,final delivery evidence or reproducible input,see package README
02_正式结果/data/mesh_track_refined_comparison.json,structured_data,included,delivery metadata,6558,bf70ca9af3c22db739077b8ef7953c05ef8fc8b1d9520893f8dbd12419a07b85,final delivery evidence or reproducible input,see package README
02_正式结果/figures/igbt_lattice_temperature_post2ns_svisual.png,figure,included,delivery metadata,32670,53daea590c2c270165d6e25b3ec42f8190a168a995354c63b6824ffc1527eed1,final delivery evidence or reproducible input,see package README
02_正式结果/README_正式结果.md,documentation,included,delivery metadata,1005,cf5e794fdfd77450428b8bd615c766a3132a2c1ac7d4ac88a6fda7200fc59012,final delivery evidence or reproducible input,see package README
02_正式结果/正式仿真结果报告.md,documentation,included,delivery metadata,5853,cb48b78d237b1323c1663f1d3d9ae60630f4f80caec42b7c4bd3f004e9a7e04c,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/artifact-links.csv,structured_data,included,delivery metadata,1824,2b6d7f10cd41eb1598762b9729be2083727ba2f5f4dbec639b508de56747c84b,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/claims.csv,structured_data,included,delivery metadata,3028,bfe57076602cfbd2e8036c3a5017e575a49908efa715786cfe1a62b6ff761408,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/failure-taxonomy.csv,structured_data,included,delivery metadata,855,cbe552d7b79f81bb7da08467c350bd15b7bd53d70612b32e62429d9c6f043f12,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/figure-table-map.csv,structured_data,included,delivery metadata,1285,dd852f8a48a9ddacd1ecf8ae3145a351721cac08d490a1e7205f47d4f971dcd5,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/lineage.csv,structured_data,included,delivery metadata,3403,e5e7d01f10b237acda5b8b184fba0998f9e1083c08f74e5691166f1622a7f5cc,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/public-materials.json,structured_data,included,delivery metadata,1125,1488d264e5a8218fdc876215d38c96748e628f85872ccc6fdf1982b83fabb971,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/data-public/stage-evidence.csv,structured_data,included,delivery metadata,2489,264b6540065b5fcd59ef0aa6d7d9b7b15937d43471245ab86ba21ef0685cf926,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/dataset-codebook/public-materials.schema.json,structured_data,included,delivery metadata,800,7735676291fbb1aa292b0b8145932e25df9ddc0a845a92ba6d3f970c888922c5,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/dataset-codebook/数据字典.md,documentation,included,delivery metadata,3953,d1b222ec62917b3000724c23ea5990c6f5979f29e5303b952b6e99ccec0b36ae,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/environment/执行环境与资源边界.md,documentation,included,delivery metadata,2415,2828b0071ca477ab05d2dc2ada1242c615bc5fb1723dfaf2166c4c5d494b56b4,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/evidence-map/证据链与主张审计.md,documentation,included,delivery metadata,4179,08238be189d8666b90ea5a45b46eee39153f29e7a24ca73f88e4da2278f46b5d,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F01_bounded_ai_tcad_workflow.svg,figure,included,delivery metadata,1754,bed792a9d079799e7ee1c3b25aea96663eb11aa695e19a58a6aa8fb191df7540,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F02_failure_recovery_funnel.svg,figure,included,delivery metadata,1022,6c683d1dd907ca9068042c2cf53608f2e72f03cb133541cf9fba2311e059a547,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F03_event_attempt_lineage.svg,figure,included,delivery metadata,1411,e2b965e60e67ed2e91aa2909e9cb2bb2acddeb1a6112e64b5861863a7c64c864,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F04_resource_boundaries.svg,figure,included,delivery metadata,1492,92f28300a1497d73658c43068368744703a8628938cbe6b7d37af74fdf059100,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F05_evidence_gates.svg,figure,included,delivery metadata,1374,9ccc9a8ff11c59f710af797fbb4e0e3d598bdd1a953506a0bdd23e5374972c9f,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/图件规格.md,documentation,included,delivery metadata,1462,853adaa40d25285b80d653a2857995e7277cffe5de0491b8cac9401827a2cb5e,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/AI使用披露.md,documentation,included,delivery metadata,1838,371b7956b6fbc1e45f4c335b6e04b78ae29188f6adf602adfeb1758104c947d3,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/citation-plan.md,documentation,included,delivery metadata,1691,e269c35c69e9f2b6dbe363147f4a888f3ffe5b9610736fe94a76d46d10f65911,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/中文论文初稿.md,documentation,included,delivery metadata,16676,198c278fb23d20651f188fe6ab4b47b1c4971ffc543dafc7ef9ec5c76452fceb,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/private-restricted-index/受限材料索引.md,documentation,included,delivery metadata,1154,0003446a7a266c0ccbac7871b3a9496aa5db33880b9a4b69411942ca24d8ea07,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/README.md,documentation,included,delivery metadata,4139,21737beb9ac788bb847c640b09df5ee35441e109b0497904576eab0b241dc67e,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T01_过程指标.md,documentation,included,delivery metadata,1487,55a94f6c03ebdd721afd899851399b4464f57cae54437842ebd57df1737c809f,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T02_A01负结果与门控.md,documentation,included,delivery metadata,733,6818ff7c2c95afb448f64a5b469ad68bd23e7db6d4010fa532cfb0e3f14fb357,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T03_生产验收.md,documentation,included,delivery metadata,1561,21cab03e82839920a011fd4e26bfee208a24c08db0201d448509d52baa964043,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T04_主张对抗审计.md,documentation,included,delivery metadata,1333,fad715161df4508b3cf29cd44f69387f697d1c331b3e81d47f9a2d7f3ef7d65c,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/验证记录.md,documentation,included,delivery metadata,1328,f800f7e9bd0bb6f2862a193ac4660ed125d10798b9f9c9d43651943817bbcd98,final delivery evidence or reproducible input,see package README
